"","depth_class","Ecosystem_type","AI","MAP","MAT","PS_Bio15","TS_Bio4","TAR_Bio7","MaxTWM_Bio5","MinTCM_Bio6","MMTD_Bio2","PWM_Bio13","PDM_Bio14","Elevation","Slope","Mean_pH","Moisture","TC","CEC","Bulk.Density","RootDepth","GPP","Sand.content","Clay.content","Silt.content","Bedrock","Shannon_EVI","LAI","AbovegroundBiomass","BelowgroundBiomass","depth_mid","length","degree","CUE"
"517","0-30","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.71,17.99,2.68,0.105499997641891,1.195,6.10360860824585,0.893761217594147,41,21.5,38,1031,29581,3.16039991378784,48.7,12.5,5,0.656300785358031,83.917416988215,0.301664112014775
"518","0-30","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.72,18,2.05,0.107399997599423,1.25,6.10360860824585,0.893761217594147,40,23,37,1031,29581,3.16039991378784,48.7,12.5,15,0.588140501578831,85.7780517321739,0.325512398653899
"519","30-60","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.81,17.47,1.045,0.0793499982263893,1.37,6.10360860824585,0.893761217594147,40.5,25.5,33.5,1031,29581,3.16039991378784,48.7,12.5,30,0.688566961788189,85.5560080493109,0.303744281457254
"520","30-60","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.85,16.08,0.64,0.0726999983750284,1.39,6.10360860824585,0.893761217594147,36,30,34.5,1031,29581,3.16039991378784,48.7,12.5,50,0.637063774771287,84.4707543650874,0.303326870026464
"521","0-30","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.68,17.02,2.68,0.105499997641891,1.195,6.10360860824585,0.893761217594147,41,21.5,38,1031,29581,3.16039991378784,48.7,12.5,5,0.52551050692507,85.4322210455748,0.389630755917271
"522","0-30","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.68,17.54,2.05,0.107399997599423,1.25,6.10360860824585,0.893761217594147,40,23,37,1031,29581,3.16039991378784,48.7,12.5,15,0.609767652569313,85.421101419406,0.340393235447512
"523","30-60","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.67,15.65,1.045,0.0793499982263893,1.37,6.10360860824585,0.893761217594147,40.5,25.5,33.5,1031,29581,3.16039991378784,48.7,12.5,30,0.66084161148555,86.086455354786,0.327122872400084
"524","30-60","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.64,15.62,0.64,0.0726999983750284,1.39,6.10360860824585,0.893761217594147,36,30,34.5,1031,29581,3.16039991378784,48.7,12.5,50,0.738391409851567,85.6764685853296,0.281392920673301
"525","0-30","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.64,15.03,2.68,0.105499997641891,1.195,6.10360860824585,0.893761217594147,41,21.5,38,1031,29581,3.16039991378784,48.7,12.5,5,0.523064209319219,85.5386834208364,0.38158624985555
"526","0-30","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.62,14.99,2.05,0.107399997599423,1.25,6.10360860824585,0.893761217594147,40,23,37,1031,29581,3.16039991378784,48.7,12.5,15,0.507365822326163,85.8566803916937,0.38775673274783
"527","30-60","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.57,14.74,1.045,0.0793499982263893,1.37,6.10360860824585,0.893761217594147,40.5,25.5,33.5,1031,29581,3.16039991378784,48.7,12.5,30,0.504190885647221,86.2703109113774,0.403846038493013
"528","30-60","Forest",1.197,1600,17.8,52.6218872070312,814.014892578125,30.6999988555908,33.2999992370605,2.59999990463257,8.04166698455811,237,43,122.375,1.78318178653717,4.61,14.48,0.64,0.0726999983750284,1.39,6.10360860824585,0.893761217594147,36,30,34.5,1031,29581,3.16039991378784,48.7,12.5,50,0.61218200987001,85.6621865622628,0.343912486673725
"529","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,5.49,21,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,1.00855065110286,59.5278526927139,0.326675119858933
"530","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,5.08,27,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,0.996156487348449,60.3577285331386,0.267556641104996
"531","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,4.51,40,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,0.995549929326748,60.3488393377773,0.233413484827336
"532","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,4.51,38,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,1.00650804221422,59.7829546230758,0.265460210541437
"533","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,5.1,39,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,1.05889032282016,61.1462341789157,0.223632666699246
"534","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,4.99,39,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,1.07719597320839,60.5295123143165,0.221604571645325
"535","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,5.11,25,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,1.10609334747614,55.8160769033886,0.197870613632194
"536","0-30","Grassland",1.2647,1691,4.1,46.2192916870117,843.60009765625,30.8999996185303,29.8999996185303,-1,7.60833358764648,218,40,417.9375,10.3914022445679,5.07,25,2.88,0.0563999987393618,1.11,0.183108270168304,0.173873052000999,48,22,30,692,24140,3.52600002288818,37.1,11.5,7.5,1.10254264110947,57.2823387203152,0.249825146499891
"537","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.79,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.254299998283386,0.3,1.1,7.5,1.19066069758441,37.360682153685,0.183164189850086
"538","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.79,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.260155263384956,0.3,1.1,7.5,1.20475477768797,39.4093819962447,0.187823245911352
"539","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.79,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.254299998283386,0.3,1.1,7.5,1.19899284790055,36.7521441216781,0.162701692682312
"540","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.79,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.254299998283386,0.3,1.1,7.5,1.2197769630602,39.4989200156676,0.172808211310713
"541","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,8,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.260155263384956,0.3,1.1,7.5,0.741316386037052,25.0883425458573,0.458613966001482
"542","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,8,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.260155263384956,0.3,1.1,7.5,0.480263058909654,21.7514283922412,0.528679443413945
"543","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,8,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.254299998283386,0.3,1.1,7.5,0.616294523393651,24.0559208017793,0.495254644646242
"544","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,8,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.260155263384956,0.3,1.1,7.5,0.678727727472199,23.2285944287951,0.480834708601891
"545","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.9,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.260155263384956,0.3,1.1,7.5,1.17443188380132,36.4539178638246,0.213975329467049
"546","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.9,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.254299998283386,0.3,1.1,7.5,1.09518025063041,33.7642067868419,0.280380034795382
"547","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.9,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.260155263384956,0.3,1.1,7.5,1.27147748963393,41.5467165403874,0.153833068292792
"548","0-30","Grassland",0.0808,173,19.9249992370605,104.535057067871,560.184631347656,26.8999977111816,33.5999984741211,6.69999980926514,12.6666669845581,39,0,194.75,0.823197305202484,7.9,28,1.84,0.159099996443838,1.33,1.03761351108551,2.82625222206116,44,18,36,10450,15298,0.254299998283386,0.3,1.1,7.5,1.21584757782503,40.0327712130552,0.202613097778241
"549","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.61,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0935622528195381,45,20,35,13111,14715,0.490000009536743,0.2,0.8,7.5,0.375932273822021,54.9887649344063,0.414037367471975
"550","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.61,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0978707894682884,45,20,35,13111,14715,0.385699987411499,0.2,0.8,7.5,0.416537583393554,50.9604356962795,0.403888240294836
"551","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.61,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0956659540534019,45,20,35,13111,14715,0.490000009536743,0.2,0.8,7.5,0.136048788405616,67.9917381084572,0.518497108465945
"552","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.61,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0479274578392506,45,20,35,13111,14715,0.39860001206398,0.2,0.8,7.5,0.357667617761693,66.0420626443758,0.408247245084298
"553","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.58,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0978707894682884,45,20,35,13111,14715,0.490000009536743,0.2,0.8,7.5,0.371859731086857,50.9996615304769,0.452348867311166
"554","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.58,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0479274578392506,45,20,35,13111,14715,0.39860001206398,0.2,0.8,7.5,0.256360912076803,55.4365978540739,0.491892904248074
"555","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.58,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0479274578392506,45,20,35,13111,14715,0.385699987411499,0.2,0.8,7.5,0.583081895802117,60.3077596616825,0.3527659938065
"556","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.58,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0978707894682884,45,20,35,13111,14715,0.490000009536743,0.2,0.8,7.5,0.223146628553683,69.248424679138,0.495704787230865
"557","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.75,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0971739366650581,45,20,35,13111,14715,0.39860001206398,0.2,0.8,7.5,0.347409562963124,76.8630805754253,0.376794351185115
"558","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.75,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.0350418388843536,45,20,35,13111,14715,0.39860001206398,0.2,0.8,7.5,0.392864774465582,81.0362041717449,0.352794937508666
"559","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.75,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.368364334106445,45,20,35,13111,14715,0.490000009536743,0.2,0.8,7.5,0.2381700734796,68.6282097400441,0.439405649079541
"560","0-30","Grassland",0.0151,35,17.5125007629395,71.7692794799805,593.575927734375,28.7999992370605,31.7999992370605,3,13.0749998092651,7,0,823.125,2.06192326545715,8.75,22,1.45,0.148699996676296,1.4,5.6843418860808e-14,0.368364334106445,45,20,35,13111,14715,0.385699987411499,0.2,0.8,7.5,0.358342670031909,81.140199095595,0.369671031214302
"561","0-30","Forest",1.2159,1750,19.1,61.2836036682129,663.341491699219,27.4000015258789,32.2000007629395,4.80000019073486,8.78333377838135,279,38,429.0625,6.28923559188843,4.31,27,3.055,0.0708499984163791,1.24,1.22072172164917,1.51821893453601,19,42.5,38.5,1144,25527,3.20169997215271,49.1,15.5,5,0.467184807720777,65.2215985956,0.466064956729264
"562","0-30","Forest",1.2159,1750,19.1,61.2836036682129,663.341491699219,27.4000015258789,32.2000007629395,4.80000019073486,8.78333377838135,279,38,429.0625,6.28923559188843,4.27,25,3.055,0.0708499984163791,1.24,1.22072172164917,1.51821893453601,19,42.5,38.5,1144,25527,3.20169997215271,49.1,15.5,5,0.593534622422727,49.731102831014,0.431824537477553
"563","30-60","Forest",1.2159,1750,19.1,61.2836036682129,663.341491699219,27.4000015258789,32.2000007629395,4.80000019073486,8.78333377838135,279,38,429.0625,6.28923559188843,5.02,28,0.755,0.0453499989863485,1.385,1.22072172164917,1.51821893453601,14,47,38.5,1144,25527,3.20169997215271,49.1,15.5,50,0.8497525113349,48.5406703930195,0.456462709802201
"564","30-60","Forest",1.2159,1750,19.1,61.2836036682129,663.341491699219,27.4000015258789,32.2000007629395,4.80000019073486,8.78333377838135,279,38,429.0625,6.28923559188843,4.99,27,0.755,0.0453499989863485,1.385,1.22072172164917,1.51821893453601,14,47,38.5,1144,25527,3.20169997215271,49.1,15.5,50,0.823777198888213,40.1644206052271,0.476497180042117
"565","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,27.06,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.216749201604434,88.6076597818568,0.568780099710921
"566","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,25.82,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.239600491513616,89.094226516095,0.565744828206942
"567","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,24.87,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.328909183946701,89.1486688529566,0.549818525458912
"568","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,26.19,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.271770393868656,88.504738345234,0.556248145262791
"569","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,24.58,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.282509476109581,86.5654222571096,0.550497788410076
"570","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,25.49,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.849498087036286,86.9133146292273,0.259877958659237
"571","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,24.82,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.287102962802092,88.6670495317763,0.258079029855095
"572","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,25.76,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.342523025451684,88.8246813434667,0.376773759533085
"573","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,23.54,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.346367453498393,87.9682484277817,0.472454421539433
"574","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,29.65,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.238618916649581,87.4811132739858,0.590269870747847
"575","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,27.76,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.134792560072358,87.4162786574653,0.588663084015862
"576","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,61.55,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.161888528445144,87.5777941280026,0.583484922220881
"577","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,27.43,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.223853083809294,88.1647927120964,0.587787989181122
"578","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,30.68,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.202966500992009,87.6935676834565,0.592291330069377
"579","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,29.69,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.133746355564265,87.9096139346402,0.565690970990513
"580","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,21.85,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.243678095335349,88.7618118217984,0.560991631713144
"581","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,29.36,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.769652246449217,85.9922832971996,0.118321063831008
"582","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,28.03,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.499004293397179,88.185558454227,0.491078711205647
"583","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,20.21,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.369148904802108,88.5664267105665,0.563161928094356
"584","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,28.28,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.286090160881082,88.754572830895,0.552225715565778
"585","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,26.91,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.225624961427189,89.0504572038038,0.573891460962147
"586","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,28.92,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.32203623272873,88.7607908500698,0.549380581604602
"587","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,28.13,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.202389055957114,87.6891537575651,0.587269658525388
"588","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,28.26,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.195769440477667,87.3594496307623,0.593075602014118
"589","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,26.59,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.171497345386399,88.075259523172,0.578041953706804
"590","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,25.32,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.191540429468156,87.8282193091097,0.537692656735171
"591","0-30","Forest",1.7705,2400,26,41.9050178527832,44.9663391113281,9.80000114440918,31.7000007629395,21.8999996185303,8.01666736602783,313,83,95.0625,3.23216986656189,3.94,27.06,1.765,0.106449997620657,1.115,0.0915541350841522,9.5698184967041,20,68,13.5,924,15893,5.52479982376099,93.6,21.8,10,0.075868963723248,88.7747429536042,0.590630734140446
